Orthogroup	Dgub_JAMKOV01	D_mel_protein
OG0002071	KAI8034378.1	FBpp0073536, FBpp0311955, FBpp0309358, FBpp0073535
OG0002072	KAI8034380.1	FBpp0311949, FBpp0073537
OG0002073	KAI8042568.1, KAI8042567.1, KAI8034372.1	FBpp0073538, FBpp0305933
OG0002074	KAI8034762.1	FBpp0110229, FBpp0070105
OG0002075	KAI8034794.1	FBpp0292398, FBpp0073396, FBpp0292397, FBpp0305170
OG0002076	KAI8034925.1	FBpp0292775, FBpp0077738
OG0002077	KAI8035380.1	FBpp0077707, FBpp0290532, FBpp0290531
OG0002078	KAI8038808.1	FBpp0311529, FBpp0311530, FBpp0111562, FBpp0311201
OG0002079	KAI8038672.1	FBpp0087072, FBpp0087073, FBpp0087074
OG0002080	KAI8038512.1	FBpp0292050, FBpp0292051
OG0002081	KAI8043273.1	FBpp0310293, FBpp0080341, FBpp0080340
OG0002082	KAI8042289.1	FBpp0080290, FBpp0304649
OG0002083	KAI8043604.1	FBpp0288933
OG0002084	KAI8042353.1	FBpp0111629, FBpp0111631, FBpp0111630, FBpp0310055
OG0002085	KAI8043673.1	FBpp0088847, FBpp0290386
OG0002087	KAI8043749.1	FBpp0088895, FBpp0307600, FBpp0307599, FBpp0301960
OG0002088	KAI8042779.1	FBpp0288419, FBpp0305438, FBpp0080070
OG0002089	KAI8042174.1	FBpp0079964
OG0002089	KAI8033571.1	FBpp0073643
OG0002090	KAI8042299.1	FBpp0079836
OG0002091	KAI8042693.1	FBpp0079994, FBpp0302693
OG0002092	KAI8041867.1	FBpp0079064, FBpp0079065, FBpp0306863, FBpp0306864
OG0002093	KAI8043406.1	FBpp0080266, FBpp0304749, FBpp0304750, FBpp0080265
OG0002094	KAI8042629.1	FBpp0111554, FBpp0309559, FBpp0111555
OG0002095	KAI8043575.1	FBpp0307613, FBpp0307614, FBpp0079831, FBpp0079832
OG0002096	KAI8042822.1	FBpp0304797, FBpp0079072, FBpp0304796
OG0002098	KAI8033192.1	FBpp0312456, FBpp0088574, FBpp0088575, FBpp0088576
OG0002100	KAI8033907.1	FBpp0301688, FBpp0070286, FBpp0428082
OG0002101	KAI8033889.1	FBpp0073555, FBpp0308734, FBpp0308735
OG0002102	KAI8033898.1	FBpp0308666, FBpp0070277, FBpp0308665, FBpp0070278
OG0002103	KAI8033635.1	FBpp0310031, FBpp0300876, FBpp0070909
OG0002104	KAI8035284.1	FBpp0070923, FBpp0070922, FBpp0308550
OG0002107	KAI8033170.1	FBpp0073656, FBpp0309252, FBpp0073657
OG0002108	KAI8033565.1	FBpp0073671, FBpp0111894, FBpp0304100, FBpp0304101
OG0002109	KAI8032994.1	FBpp0305114, FBpp0305115, FBpp0305113, FBpp0070920
OG0002110	KAI8035280.1	FBpp0291552, FBpp0070921, FBpp0291553
OG0002111	KAI8042488.1	FBpp0290350, FBpp0297144, FBpp0290351
OG0002112	KAI8043696.1	FBpp0311101, FBpp0310285, FBpp0080228
OG0002113	KAI8044215.1	FBpp0312191, FBpp0311978, FBpp0308291
OG0002114	KAI8042583.1	FBpp0428164, FBpp0428163, FBpp0428162
OG0002115	KAI8042071.1	FBpp0307784, FBpp0080738, FBpp0307785
OG0002116	KAI8042120.1	FBpp0302822, FBpp0080684, FBpp0302824, FBpp0302823
OG0002117	KAI8042427.1	FBpp0111712, FBpp0303681, FBpp0080801
OG0002118	KAI8043485.1	FBpp0080849, FBpp0080850, FBpp0304540
OG0002119	KAI8042124.1	FBpp0080710, FBpp0080709, FBpp0288730
OG0002121	KAI8038486.1	FBpp0112272, FBpp0085903
OG0002122	KAI8042416.1	FBpp0077336, FBpp0077337, FBpp0311067, FBpp0311066
OG0002123	KAI8043157.1	FBpp0308631, FBpp0308632, FBpp0088917
OG0002124	KAI8043152.1	FBpp0099538, FBpp0291558
OG0002125	KAI8043232.1	FBpp0077141, FBpp0307134, FBpp0311697
OG0002126	KAI8042155.1	FBpp0080560, FBpp0309222
OG0002127	KAI8042584.1	FBpp0311556, FBpp0288989
OG0002128	KAI8043182.1	FBpp0309280, FBpp0080723, FBpp0291653
OG0002130	KAI8043655.1	FBpp0081046, FBpp0081048, FBpp0081047
OG0002132	KAI8043256.1	FBpp0312552, FBpp0088356, FBpp0088357
OG0002133	KAI8042946.1	FBpp0309471, FBpp0111549
OG0002134	KAI8043226.1	FBpp0297295, FBpp0080550, FBpp0080549
OG0002135	KAI8043183.1	FBpp0080689, FBpp0307803, FBpp0080688
OG0002136	KAI8043735.1	FBpp0080656, FBpp0080658, FBpp0080657, FBpp0080655
OG0002137	KAI8043401.1	FBpp0080860, FBpp0080862, FBpp0080861
OG0002138	KAI8037534.1, KAI8043299.1	FBpp0310394, FBpp0080881, FBpp0080880
OG0002139	KAI8043734.1	FBpp0300799, FBpp0080654, FBpp0310382, FBpp0300798
OG0002140	KAI8042243.1	FBpp0292344, FBpp0080539, FBpp0311110, FBpp0292345
OG0002141	KAI8038556.1	FBpp0085842, FBpp0311549, FBpp0309340, FBpp0311548
OG0002143	KAI8046117.1	FBpp0082321, FBpp0082319, FBpp0301102
OG0002144	KAI8045807.1	FBpp0306712, FBpp0081543, FBpp0306714
OG0002146	KAI8044729.1	FBpp0312362, FBpp0303114, FBpp0082374
OG0002147	KAI8046114.1	FBpp0312063, FBpp0312064, FBpp0082265, FBpp0082267
OG0002148	KAI8044389.1	FBpp0301098, FBpp0292351
OG0002150	KAI8044726.1	FBpp0082349, FBpp0082350
OG0002151	KAI8045195.1	FBpp0081774, FBpp0081773
OG0002152	KAI8045095.1	FBpp0083379, FBpp0083378
OG0002153	KAI8046518.1	FBpp0081868, FBpp0308467, FBpp0081869
OG0002154	KAI8044917.1	FBpp0289007, FBpp0307427
OG0002157	KAI8036698.1	FBpp0075282
OG0002157	KAI8044650.1	FBpp0082601
OG0002159	KAI8043886.1	FBpp0081948, FBpp0312586, FBpp0081947, FBpp0306911
OG0002160	KAI8046172.1	FBpp0082559, FBpp0311938, FBpp0082560
OG0002161	KAI8045949.1	FBpp0083349, FBpp0306705, FBpp0083348
OG0002163	KAI8046749.1	FBpp0082672, FBpp0292353, FBpp0292352
OG0002165	KAI8046866.1	FBpp0082641, FBpp0311979
OG0002166	KAI8046382.1	FBpp0306058, FBpp0293256, FBpp0306057
OG0002169	KAI8045898.1	FBpp0311989, FBpp0082956, FBpp0310845
OG0002170	KAI8045099.1	FBpp0306775, FBpp0306774, FBpp0083373
OG0002172	KAI8044987.1	FBpp0297441, FBpp0297442, FBpp0083441, FBpp0297440
OG0002173	KAI8046897.1	FBpp0308313, FBpp0082894
OG0002174	KAI8046552.1	FBpp0271713
OG0002174	KAI8033551.1	FBpp0076909
OG0002175	KAI8033553.1	FBpp0304133, FBpp0100055, FBpp0304134, FBpp0100056
OG0002176	KAI8034994.1	FBpp0071386, FBpp0307839, FBpp0071387, FBpp0089154
OG0002177	KAI8033512.1	FBpp0077058, FBpp0307050, FBpp0077057, FBpp0312094
OG0002178	KAI8033511.1	FBpp0308582, FBpp0293677, FBpp0077060, FBpp0301179
OG0002179	KAI8045183.1	FBpp0081104
OG0002179	KAI8042869.1	FBpp0079369
OG0002180	KAI8044790.1	FBpp0112103
OG0002181	KAI8044119.1	FBpp0306055, FBpp0290294
OG0002182	KAI8044122.1	FBpp0302569, FBpp0081064
OG0002183	KAI8045749.1	FBpp0081070
OG0002184	KAI8045406.1	FBpp0081133, FBpp0312428, FBpp0081134
OG0002185	KAI8046390.1	FBpp0390649, FBpp0310311, FBpp0310310, FBpp0083463
OG0002186	KAI8044805.1	FBpp0288671, FBpp0288670, FBpp0288669, FBpp0083519
OG0002187	KAI8033991.1	FBpp0303847, FBpp0303849, FBpp0303848, FBpp0070883
OG0002189	KAI8046197.1	FBpp0305962, FBpp0305961
OG0002191	KAI8046393.1	FBpp0078605, FBpp0307687, FBpp0078604, FBpp0307686
OG0002192	KAI8034005.1	FBpp0297993, FBpp0308753, FBpp0297994, FBpp0308754
OG0002193	KAI8046879.1	FBpp0304701, FBpp0078426
OG0002194	KAI8046610.1	FBpp0300964, FBpp0110102, FBpp0300966, FBpp0300965
OG0002195	KAI8044677.1	FBpp0307188, FBpp0304722, FBpp0307190, FBpp0307189
OG0002196	KAI8046279.1	FBpp0308634, FBpp0078597, FBpp0307588
OG0002197	KAI8036011.1	FBpp0311754, FBpp0070478, FBpp0271784
OG0002198	KAI8046479.1	FBpp0300977, FBpp0078501
OG0002199	KAI8044888.1	FBpp0306977, FBpp0306978, FBpp0311364, FBpp0306979
OG0002200	KAI8044590.1	FBpp0308322, FBpp0081237, FBpp0308321
OG0002201	KAI8033995.1	FBpp0309040, FBpp0312526, FBpp0070885
OG0002202	KAI8036238.1	FBpp0300975, FBpp0086445, FBpp0300974
OG0002203	KAI8036239.1	FBpp0309027, FBpp0086423, FBpp0300972, FBpp0300971
OG0002204	KAI8036361.1	FBpp0087561, FBpp0087562
OG0002205	KAI8036387.1	FBpp0087549
OG0002205	KAI8036284.1	FBpp0087548
OG0002206	KAI8036336.1	FBpp0087551, FBpp0291260, FBpp0087552
OG0002208	KAI8034137.1	FBpp0310111, FBpp0072303
OG0002209	KAI8036282.1	FBpp0306848, FBpp0306849, FBpp0087585
OG0002210	KAI8036229.1	FBpp0086379, FBpp0086375, FBpp0089100, FBpp0293289
OG0002211	KAI8034043.1	FBpp0070856
OG0002211	KAI8034045.1	FBpp0070855
OG0002212	KAI8034150.1	FBpp0293853, FBpp0072341, FBpp0310103, FBpp0293852
OG0002213	KAI8036302.1	FBpp0311693, FBpp0308504, FBpp0087520, FBpp0311694
OG0002215	KAI8044212.1, KAI8035893.1, KAI8034114.1	FBpp0085217
OG0002216	KAI8036298.1	FBpp0087487, FBpp0087489, FBpp0087490
OG0002217	KAI8034026.1	FBpp0307915, FBpp0293886, FBpp0293885
OG0002218	KAI8036289.1	FBpp0086398, FBpp0086397, FBpp0308803
OG0002219	KAI8034123.1	FBpp0300892, FBpp0300893, FBpp0112031, FBpp0112032
OG0002220	KAI8039868.1	FBpp0309941, FBpp0072136, FBpp0309942, FBpp0309940
OG0002221	KAI8036316.1	FBpp0087603
OG0002221	KAI8040634.1	FBpp0076835
OG0002222	KAI8034148.1	FBpp0072363
OG0002223	KAI8036329.1	FBpp0301735, FBpp0301736, FBpp0301734, FBpp0087630
OG0002224	KAI8036330.1, KAI8039843.1	FBpp0308474, FBpp0087596
OG0002226	KAI8035357.1	FBpp0301986, FBpp0301984, FBpp0074029, FBpp0301985
OG0002227	KAI8035356.1	FBpp0307000, FBpp0073996, FBpp0307001
OG0002228	KAI8043091.1, KAI8043618.1, KAI8043611.1	FBpp0080914, FBpp0080913
OG0002229	KAI8042976.1	FBpp0292342, FBpp0079434
OG0002230	KAI8043423.1	FBpp0305220, FBpp0111504, FBpp0290271
OG0002231	KAI8042447.1	FBpp0079594, FBpp0304501, FBpp0304500
OG0002232	KAI8042530.1	FBpp0402895, FBpp0111946
OG0002234	KAI8042719.1	FBpp0307478, FBpp0307477
OG0002235	KAI8042718.1	FBpp0079534, FBpp0079533
OG0002236	KAI8035946.1	FBpp0071578, FBpp0071579
OG0002237	KAI8035996.1	FBpp0110543, FBpp0302877, FBpp0311416
OG0002238	KAI8043614.1	FBpp0305187, FBpp0080897, FBpp0303512, FBpp0080896
OG0002239	KAI8043096.1	FBpp0080935, FBpp0307793, FBpp0080934, FBpp0307794
OG0002240	KAI8041953.1	FBpp0079419, FBpp0079420, FBpp0308609
OG0002241	KAI8042895.1	FBpp0079625, FBpp0293078, FBpp0079626
OG0002242	KAI8042570.1	FBpp0080901, FBpp0080902, FBpp0307726
OG0002243	KAI8042196.1	FBpp0303796, FBpp0081035, FBpp0303795, FBpp0303794
OG0002244	KAI8042007.1	FBpp0290286, FBpp0088795, FBpp0290287, FBpp0088794
OG0002245	KAI8042341.1	FBpp0111657, FBpp0307834, FBpp0111656, FBpp0305612
OG0002246	KAI8043011.1	FBpp0307833, FBpp0111655, FBpp0305611, FBpp0079303
OG0002247	KAI8042928.1	FBpp0292900, FBpp0292899, FBpp0079407
OG0002248	KAI8042084.1	FBpp0291409, FBpp0079439, FBpp0079438
OG0002249	KAI8041983.1	FBpp0080942, FBpp0089336, FBpp0307151
OG0002250	KAI8041889.1, KAI8041890.1	FBpp0079632, FBpp0302811
OG0002251	KAI8043336.1	FBpp0293054, FBpp0099642
OG0002252	KAI8043848.1	FBpp0089195, FBpp0079381, FBpp0308633, FBpp0309805
OG0002253	KAI8043057.1	FBpp0308606, FBpp0079446, FBpp0307476
OG0002254	KAI8042449.1	FBpp0423185, FBpp0304504, FBpp0079598, FBpp0304505
OG0002256	KAI8042523.1	FBpp0304057, FBpp0079649, FBpp0304058, FBpp0304056
OG0002257	KAI8043770.1	FBpp0292905, FBpp0310306, FBpp0079520
OG0002258	KAI8042602.1	FBpp0291184, FBpp0291183
OG0002259	KAI8043771.1	FBpp0079522, FBpp0079521, FBpp0310307
OG0002260	KAI8035850.1	FBpp0071630, FBpp0071628, FBpp0071629
OG0002261	KAI8042801.1	FBpp0079384, FBpp0079383
OG0002262	KAI8042798.1, KAI8042797.1	FBpp0289058, FBpp0099918, FBpp0309230
OG0002263	KAI8042889.1	FBpp0293062, FBpp0079682, FBpp0304062
OG0002264	KAI8043619.1	FBpp0305184, FBpp0291434, FBpp0080894, FBpp0305185
OG0002265	KAI8040691.1	FBpp0110185, FBpp0306711, FBpp0290423
OG0002266	KAI8040692.1	FBpp0303598, FBpp0312405, FBpp0306706, FBpp0076521
OG0002271	KAI8040780.1	FBpp0076714, FBpp0076713
OG0002272	KAI8040942.1	FBpp0076159
OG0002273	KAI8034853.1	FBpp0290242, FBpp0290243, FBpp0309256
OG0002274	KAI8036666.1	FBpp0075789, FBpp0075787, FBpp0301715
OG0002275	KAI8040835.1	FBpp0077971, FBpp0077970, FBpp0077967, FBpp0077968
OG0002276	KAI8040912.1	FBpp0076273
OG0002276	KAI8040909.1	FBpp0076250
OG0002277	KAI8040833.1	FBpp0289135, FBpp0297123
OG0002278	KAI8034848.1	FBpp0289957, FBpp0073392, FBpp0073391
OG0002279	KAI8034847.1	FBpp0073346, FBpp0073347
OG0002280	KAI8036714.1	FBpp0311915, FBpp0304967, FBpp0304968
OG0002281	KAI8040556.1	FBpp0311275, FBpp0076660
OG0002283	KAI8036686.1	FBpp0290818, FBpp0290819, FBpp0290821, FBpp0290822
OG0002284	KAI8040545.1	FBpp0288543, FBpp0076278, FBpp0076277, FBpp0076276
OG0002285	KAI8040474.1	FBpp0077964, FBpp0077963, FBpp0297288, FBpp0297287
OG0002286	KAI8040914.1	FBpp0076783, FBpp0076784, FBpp0076782
OG0002288	KAI8036709.1	FBpp0293288, FBpp0074666
OG0002290	KAI8040937.1	FBpp0422538, FBpp0289519, FBpp0422539
OG0002291	KAI8040865.1	FBpp0304174, FBpp0304175, FBpp0304176, FBpp0076727
OG0002292	KAI8040626.1	FBpp0304440, FBpp0075767
OG0002293	KAI8036670.1	FBpp0075724, FBpp0075725, FBpp0312603
OG0002294	KAI8040421.1	FBpp0312386, FBpp0076770, FBpp0312387
OG0002295	KAI8036701.1	FBpp0289640, FBpp0077853
OG0002296	KAI8040923.1	FBpp0304351, FBpp0076778
OG0002297	KAI8040824.1	FBpp0077914, FBpp0303914, FBpp0303916, FBpp0303915
OG0002298	KAI8036610.1	FBpp0074595, FBpp0304939, FBpp0074594
OG0002299	KAI8036729.1	FBpp0074665, FBpp0304185
OG0002300	KAI8040234.1	FBpp0078064, FBpp0305082, FBpp0311790, FBpp0078065
OG0002301	KAI8036802.1	FBpp0291259, FBpp0310512, FBpp0074678, FBpp0074677
OG0002302	KAI8046144.1	FBpp0288640
OG0002302	KAI8038699.1	FBpp0113090
OG0002303	KAI8036842.1	FBpp0071451
OG0002303	KAI8046142.1	FBpp0085100
OG0002304	KAI8045867.1	FBpp0292320, FBpp0085189, FBpp0085187, FBpp0085191
OG0002305	KAI8044213.1	FBpp0085198, FBpp0085199, FBpp0085200
OG0002306	KAI8046146.1	FBpp0085115
OG0002307	KAI8044536.1	FBpp0085143, FBpp0290560, FBpp0085142
OG0002308	KAI8043905.1	FBpp0085177, FBpp0307959, FBpp0085176
OG0002309	KAI8046254.1	FBpp0088375, FBpp0088973, FBpp0088971, FBpp0088972
OG0002310	KAI8045627.1	FBpp0085132
OG0002311	KAI8045526.1	FBpp0306620, FBpp0085173, FBpp0290103, FBpp0085172
OG0002312	KAI8045574.1	FBpp0084099, FBpp0084098
OG0002313	KAI8046109.1	FBpp0308359, FBpp0084068, FBpp0084069
OG0002315	KAI8046106.1	FBpp0088854, FBpp0088855
OG0002316	KAI8046304.1, KAI8034180.1	FBpp0084103, FBpp0306645
OG0002317	KAI8044487.1	FBpp0081520, FBpp0081519, FBpp0081521
OG0002318	KAI8037911.1	FBpp0305033, FBpp0078092, FBpp0078091
OG0002319	KAI8037765.1	FBpp0271930, FBpp0300820
OG0002320	KAI8037787.1	FBpp0306213, FBpp0078125
OG0002321	KAI8037794.1	FBpp0075429, FBpp0290457, FBpp0075430
OG0002322	KAI8037920.1	FBpp0306090, FBpp0078115, FBpp0306089
OG0002323	KAI8037737.1	FBpp0305254, FBpp0271747
OG0002324	KAI8037913.1	FBpp0292339, FBpp0292337, FBpp0292338, FBpp0078095
OG0002325	KAI8038876.1	FBpp0309473, FBpp0085667
OG0002326	KAI8038696.1	FBpp0086945
OG0002327	KAI8038873.1	FBpp0085676
OG0002327	KAI8041458.1	FBpp0078027
OG0002328	KAI8038892.1	FBpp0290053
OG0002328	KAI8046169.1	FBpp0084550
OG0002329	KAI8038570.1	FBpp0290825, FBpp0085684, FBpp0293195
OG0002330	KAI8038348.1	FBpp0305211, FBpp0305212
OG0002331	KAI8038641.1	FBpp0112026, FBpp0112027, FBpp0071996, FBpp0309933
OG0002333	KAI8038865.1	FBpp0087664
OG0002333	KAI8038698.1	FBpp0293860
OG0002335	KAI8038697.1	FBpp0305313
OG0002336	KAI8038768.1	FBpp0071923, FBpp0071924, FBpp0291521, FBpp0071922
OG0002337	KAI8038885.1	FBpp0071971
OG0002337	KAI8044759.1	FBpp0084848
OG0002338	KAI8038772.1	FBpp0297280, FBpp0309895, FBpp0071934
OG0002339	KAI8038796.1	FBpp0071981, FBpp0309043, FBpp0071982
OG0002340	KAI8038851.1	FBpp0085612, FBpp0310597, FBpp0085611
OG0002342	KAI8038474.1	FBpp0071608, FBpp0071607, FBpp0311195
OG0002343	KAI8041601.1	FBpp0289324, FBpp0074913, FBpp0289321, FBpp0307622
OG0002344	KAI8035851.1	FBpp0309746, FBpp0071699, FBpp0309747
OG0002345	KAI8035871.1	FBpp0288819, FBpp0304546
OG0002346	KAI8034621.1, KAI8034622.1	FBpp0076967, FBpp0076965, FBpp0076966
OG0002347	KAI8044222.1	FBpp0312338, FBpp0311575, FBpp0312337
OG0002348	KAI8034623.1	FBpp0076963
OG0002348	KAI8034619.1	FBpp0076964
OG0002349	KAI8045924.1	FBpp0081430, FBpp0307999, FBpp0293882
OG0002350	KAI8045723.1	FBpp0306575, FBpp0085108
OG0002352	KAI8045102.1	FBpp0300984, FBpp0083535, FBpp0300983
OG0002353	KAI8045328.1	FBpp0099776, FBpp0306430, FBpp0081303
OG0002354	KAI8045200.1	FBpp0307181, FBpp0083571, FBpp0083570
OG0002355	KAI8046035.1	FBpp0301748, FBpp0081358, FBpp0301749
OG0002356	KAI8043947.1	FBpp0306570, FBpp0084135, FBpp0084136
OG0002357	KAI8044104.1	FBpp0306438, FBpp0081492
OG0002359	KAI8045327.1	FBpp0289601, FBpp0311483, FBpp0099996
OG0002360	KAI8045107.1	FBpp0083554, FBpp0083553, FBpp0112175, FBpp0306902
OG0002362	KAI8039550.1	FBpp0309993, FBpp0309992, FBpp0072086
OG0002363	KAI8039818.1	FBpp0311725, FBpp0088436, FBpp0088437
OG0002364	KAI8040055.1	FBpp0297198, FBpp0302005, FBpp0290082
OG0002365	KAI8040016.1	FBpp0293441, FBpp0293440
OG0002366	KAI8040170.1	FBpp0072231, FBpp0072232, FBpp0290258, FBpp0072233
OG0002368	KAI8035127.1	FBpp0076954, FBpp0309381, FBpp0305071, FBpp0305070
OG0002369	KAI8039994.1, KAI8039993.1, KAI8039995.1	FBpp0289504, FBpp0289505
OG0002370	KAI8039852.1	FBpp0305731, FBpp0086156, FBpp0086157, FBpp0099646
OG0002371	KAI8039901.1	FBpp0311528, FBpp0311527, FBpp0111677
OG0002373	KAI8040074.1	FBpp0087293, FBpp0308568, FBpp0308567, FBpp0303485
OG0002374	KAI8039803.1	FBpp0291062, FBpp0291061, FBpp0291063, FBpp0293593
OG0002377	KAI8039828.1	FBpp0297610, FBpp0072234, FBpp0072235
OG0002378	KAI8039940.1	FBpp0304259, FBpp0086264
OG0002380	KAI8039702.1	FBpp0085915, FBpp0085919, FBpp0085917
OG0002383	KAI8039986.1	FBpp0309248, FBpp0085981
OG0002384	KAI8045631.1	FBpp0291496
OG0002384	KAI8039988.1	FBpp0291497
OG0002386	KAI8033129.1	FBpp0292297, FBpp0304153, FBpp0292296, FBpp0301991
OG0002388	KAI8039623.1	FBpp0290645, FBpp0290646, FBpp0290644, FBpp0290643
OG0002389	KAI8039511.1	FBpp0289424, FBpp0288658, FBpp0310091, FBpp0288657
OG0002390	KAI8039795.1	FBpp0086093, FBpp0086090, FBpp0086089, FBpp0086091
OG0002391	KAI8035125.1	FBpp0073237, FBpp0305177, FBpp0428085
OG0002392	KAI8034627.1, KAI8034642.1	FBpp0303586, FBpp0303587, FBpp0300389
OG0002393	KAI8045338.1	FBpp0084970
OG0002393	KAI8039933.1	FBpp0088515
OG0002394	KAI8039914.1	FBpp0072274, FBpp0072275
OG0002395	KAI8039546.1	FBpp0072078, FBpp0072079, FBpp0310000
OG0002396	KAI8039047.1, KAI8039548.1	FBpp0072082, FBpp0072081
OG0002397	KAI8039659.1	FBpp0293164, FBpp0087137
OG0002398	KAI8035154.1	FBpp0111920, FBpp0080616, FBpp0305904, FBpp0076934
OG0002399	KAI8039556.1	FBpp0309194, FBpp0112003, FBpp0086102, FBpp0309195
OG0002400	KAI8039786.1	FBpp0289353, FBpp0072285, FBpp0072286
OG0002401	KAI8033327.1	FBpp0073328, FBpp0309151, FBpp0073327, FBpp0309150
OG0002402	KAI8040108.1	FBpp0088406, FBpp0088953, FBpp0088407, FBpp0088405
OG0002403	KAI8035113.1	FBpp0302934
OG0002404	KAI8040112.1	FBpp0311863, FBpp0072076, FBpp0072075
OG0002405	KAI8040068.1	FBpp0292772, FBpp0292773, FBpp0086558, FBpp0292774
OG0002406	KAI8039579.1	FBpp0303462, FBpp0072174, FBpp0303461, FBpp0303460
OG0002407	KAI8040072.1	FBpp0086081, FBpp0086079, FBpp0297358, FBpp0303881
OG0002408	KAI8042539.1, KAI8038503.1, KAI8038504.1	FBpp0080164
OG0002409	KAI8038521.1	FBpp0085582, FBpp0085583, FBpp0085584
OG0002410	KAI8033054.1	FBpp0073977
OG0002410	KAI8038859.1, KAI8035605.1	FBpp0085625
OG0002411	KAI8038848.1	FBpp0085620
OG0002411	KAI8038546.1	FBpp0085638
OG0002412	KAI8038890.1	FBpp0085645
OG0002413	KAI8038338.1	FBpp0086972, FBpp0086971, FBpp0086973, FBpp0311394
OG0002414	KAI8037334.1	FBpp0085494, FBpp0085493
OG0002415	KAI8037231.1	FBpp0311723, FBpp0085791
OG0002416	KAI8034628.1	FBpp0293135, FBpp0076971, FBpp0311837
OG0002418	KAI8037063.1	FBpp0112013, FBpp0071554, FBpp0309673
OG0002419	KAI8036409.1	FBpp0088237
OG0002420	KAI8034106.1	FBpp0088252, FBpp0311464, FBpp0311463, FBpp0306689
OG0002422	KAI8036443.1	FBpp0088208, FBpp0305834
OG0002423	KAI8036433.1	FBpp0088182, FBpp0300576, FBpp0088181, FBpp0088183
OG0002424	KAI8034097.1	FBpp0306688, FBpp0302771, FBpp0088293, FBpp0088297
OG0002425	KAI8036420.1	FBpp0088161, FBpp0088163, FBpp0088164
OG0002426	KAI8036447.1	FBpp0402845
OG0002427	KAI8036462.1	FBpp0302673, FBpp0302674, FBpp0088159
OG0002428	KAI8036444.1	FBpp0310439, FBpp0088205
OG0002429	KAI8033687.1	FBpp0077805, FBpp0300566
OG0002430	KAI8034098.1	FBpp0306687, FBpp0290550, FBpp0290551
OG0002431	KAI8035794.1	FBpp0303458
OG0002431	KAI8035793.1	FBpp0271833, FBpp0271835
OG0002432	KAI8033675.1	FBpp0099791, FBpp0077813, FBpp0089109, FBpp0077812
OG0002434	KAI8035792.1	FBpp0087787, FBpp0087786, FBpp0308436
OG0002435	KAI8035769.1	FBpp0308440, FBpp0308441, FBpp0297867
OG0002436	KAI8035762.1	FBpp0311205, FBpp0311204
OG0002437	KAI8035715.1	FBpp0292045, FBpp0308445, FBpp0308446, FBpp0292044
OG0002438	KAI8036944.1	FBpp0308396, FBpp0300980, FBpp0087743
OG0002439	KAI8037058.1	FBpp0071561, FBpp0071560
OG0002440	KAI8036839.1	FBpp0309593, FBpp0085561
OG0002441	KAI8037010.1	FBpp0311509, FBpp0311508, FBpp0085549, FBpp0309592
OG0002442	KAI8035681.1	FBpp0087746, FBpp0110192
OG0002443	KAI8035336.1	FBpp0074048, FBpp0300829, FBpp0300828
OG0002444	KAI8035310.1	FBpp0073424, FBpp0309601
OG0002445	KAI8035318.1	FBpp0074051, FBpp0074049
OG0002446	KAI8041178.1	FBpp0074745
OG0002447	KAI8041676.1	FBpp0428225, FBpp0312384, FBpp0091005
OG0002448	KAI8039142.1	FBpp0305642, FBpp0290055, FBpp0305641, FBpp0305643
OG0002449	KAI8038969.1	FBpp0303832, FBpp0303833, FBpp0072778, FBpp0288404
OG0002450	KAI8041475.1	FBpp0075129
OG0002450	KAI8041053.1	FBpp0075190
OG0002451	KAI8039327.1	FBpp0291243, FBpp0291242, FBpp0304906
OG0002452	KAI8041099.1	FBpp0074710, FBpp0074712, FBpp0307762
OG0002453	KAI8038991.1	FBpp0289937, FBpp0292254, FBpp0304918
OG0002454	KAI8041260.1	FBpp0073223
OG0002454	KAI8041320.1	FBpp0073222
OG0002455	KAI8039007.1	FBpp0072577
OG0002456	KAI8039358.1	FBpp0072935
OG0002458	KAI8038957.1	FBpp0289935, FBpp0288410, FBpp0304416
OG0002459	KAI8039462.1	FBpp0072583, FBpp0072585
OG0002461	KAI8039132.1	FBpp0311128, FBpp0305552, FBpp0072705
OG0002462	KAI8039259.1	FBpp0072539, FBpp0072540
OG0002463	KAI8039266.1	FBpp0072543, FBpp0089283, FBpp0072542
OG0002464	KAI8039042.1	FBpp0073127, FBpp0073128, FBpp0302750
OG0002466	KAI8039044.1	FBpp0300674, FBpp0300675, FBpp0300673, FBpp0311358
OG0002467	KAI8041539.1	FBpp0300176, FBpp0312143, FBpp0300174, FBpp0300175
OG0002468	KAI8041236.1	FBpp0074803, FBpp0303122, FBpp0305422, FBpp0074802
OG0002469	KAI8039466.1	FBpp0072382, FBpp0072383, FBpp0312194
OG0002470	KAI8039368.1	FBpp0072388, FBpp0072389
OG0002471	KAI8038676.1	FBpp0099600, FBpp0099593, FBpp0099597, FBpp0099598
OG0002472	KAI8041708.1	FBpp0074809, FBpp0074810, FBpp0304897
OG0002473	KAI8038949.1	FBpp0110401, FBpp0310519, FBpp0310474, FBpp0110276
OG0002474	KAI8039382.1, KAI8041793.1	FBpp0073155, FBpp0073156
OG0002475	KAI8041825.1	FBpp0075201, FBpp0305775, FBpp0291665
OG0002476	KAI8038924.1	FBpp0292226
OG0002477	KAI8039414.1	FBpp0072595, FBpp0304902
OG0002479	KAI8041034.1	FBpp0311366, FBpp0291540, FBpp0311365
OG0002480	KAI8039222.1	FBpp0072509, FBpp0072508, FBpp0072510
